user,item,rating
"""Captain"" Kirk Douglas",MI Audio Crunch Box,1
"""Captain"" Kirk Douglas",Maxon Phase Tone,1
"""Captain"" Kirk Douglas",Ibanez TS9 Tube Screamer,1
"""Captain"" Kirk Douglas",Boss TU-2 Chromatic Tuner,1
"""Captain"" Kirk Douglas",Durham Electronics Sex Drive,1
"""Captain"" Kirk Douglas",Pigtronix EP2 Envelope and Rotary Phaser,1
"""Captain"" Kirk Douglas",Dunlop Jimi Hendrix JH1 Wah Guitar Effect,1
"""Captain"" Kirk Douglas",Empress Superdelay Digital Delay,1
"""Captain"" Kirk Douglas",Empress Tap Tremolo,1
"""Captain"" Kirk Douglas",Electro-Harmonix XO Holy Grail Plus Variable Reverb,1
"""Captain"" Kirk Douglas",Line 6 DL4 Delay,1
"""Captain"" Kirk Douglas",Electro-Harmonix Stereo Electric Mistress,1
"""Captain"" Kirk Douglas",Pigtronix Tremvelope Envelope Modified Tremolo,1
"""J Dog"" Jorel Decker",Boss MT-2 Metal Zone,1
A.C. Newman,EarthQuaker Devices Afterneath,1
A.C. Newman,EarthQuaker Devices Hummingbird,1
A.C. Newman,Electro-Harmonix Micro POG,1
A.C. Newman,Boss TR-2 Tremolo,1
A.J. Dunning,Circus Freak The Lion Tamer,1
A.J. Dunning,Line 6 DM4 Distortion Modeler,1
A.J. Dunning,Circus Freak Pickled Punk Distortion,1
A.J. Dunning,Circus Freak The Bearded Lady Fuzz,1
A.J. Dunning,Circus Freak The Tattooed Lady Overdrive,1
A.J. Dunning,Electro-Harmonix Vintage Polychorus,1
A.J. Dunning,Boss FW-3 Foot Wah,1
A.J. Dunning,Electro-Harmonix Deluxe Memory Man,1
A.J. Dunning,Line 6 MM4 Modulation,1
A.J. Dunning,Boss GE-7 Equalizer,1
A.J. Dunning,Ibanez Tube King TK999,1
A.J. Dunning,Boss FV-50H Stereo Volume,1
A.J. Dunning,Ernie Ball Volume,1
A.J. Dunning,TC Electronic Ditto Looper,1
A.J. Dunning,Electro-Harmonix Ring-Thing,1
A.J. Dunning,MXR M102 Dyna Comp Compressor,1
A.J. Dunning,Prescription Electronics Outbox,1
A.J. Dunning,Foxx Tone Machine Octave Fuzz,1
A.J. Dunning,Voodoo Lab Micro Vibe Vintage Rotary Speaker,1
A.J. Dunning,TC Electronic PolyTune Polyphonic Tuner,1
A.J. Dunning,Sola Sound Tone Bender,1
A.J. Minette,Ernie Ball Volume,1
A.J. Minette,Electro-Harmonix Big Muff Pi with Tone Wicker,1
A.J. Minette,Boss TU-3 Chromatic Tuner,1
A.J. Minette,JHS Charlie Brown Overdrive,1
A.J. Minette,Ibanez TS808 The Original Tube Screamer,1
A.J. Minette,Origin Effects Cali76-STD Limiting Amplifier,1
A.J. Minette,Boss NS-2 Noise Suppressor,1
AJ Cheek,Origin Effects Cali76 Compact Deluxe,1
AMULETS,Boss SL-20 Slicer Twin,1
AMULETS,Boss RV-5 Digital Reverb Effects,1
AMULETS,DigiTech Death Metal,1
AMULETS,Boss DS-1 Distortion,1
AMULETS,Line 6 DL4 Delay,1
AMULETS,Mooer Mod Factory,1
AMULETS,Nux Time Core Delay,1
AMULETS,Donner Blues Drive,1
Aaron Brooks,Voodoo Lab GCX Guitar Audio Switcher,1
Aaron Dessner,Crowther Double Hotcake Overdrive,1
Aaron Dessner,Electro-Harmonix Micro POG,1
Aaron Dessner,Electro-Harmonix Holy Grail Nano Reverb,1
Aaron Dessner,Boss TR-2 Tremolo,1
Aaron Dessner,Boss GE-7 Equalizer,1
Aaron Dessner,Ernie Ball Volume,1
Aaron Dessner,Line 6 DL4 Delay,1
Aaron Dessner,Klon Centaur Professional Overdrive Guitar,1
Aaron Dessner,Pro Co RAT Distortion,1
Aaron Dessner,Boss TU-2 Chromatic Tuner,1
Aaron Fincke,MXR M101 Phase 90,1
Aaron Fincke,DigiTech DigiDelay,1
Aaron Fincke,Hughes & Kettner Tube Rotosphere MKII The Analog Leslie Simulator,1
Aaron Freeman,Electro-Harmonix Stereo Polychorus,1
Aaron Freeman,MXR M101 Phase 90,1
Aaron Freeman,Boss DS-1 Distortion,1
Aaron Freeman,MXR Carbon Copy Analog Delay,1
Aaron Hemphill,MXR M104 Distortion + Guitar,1
Aaron Hemphill,Boss PS-3,1
Aaron Marshall,Walrus Audio Messner Transparent Light-Gain Overdrive,1
Aaron Marshall,Strymon TimeLine - Multidimensional Delay Effects - Delay,1
Aaron Marshall,Wampler Tumnus Overdrive,1
Aaron Marshall,Friedman BE-OD Overdrive,1
Aaron Marshall,Wampler Ego Compressor,1
Aaron Marshall,Strymon BigSky Multidimensional Reverberator - Reverb,1
Aaron Marshall,Empress ParaEq,1
Aaron Marshall,Dunlop Echoplex Delay EP103,1
Aaron Marshall,Strymon Mobius Modulation,1
Aaron Marshall,JHS Angry Charlie V3 Channel Drive,1
Aaron Turner,Line 6 DL4 Delay,1
Aaron Turner,Boss RV-3 Digital Reverb/Delay,1
Aaron Turner,Moog MF-102 Moogerfooger Ring Modulator,1
Aaron Turner,Boss PH-3 Phase Shifter,1
Ace,DOD FX25 Envelope Filter,1
Ace,DigiTech Hardwire DL8,1
Ace,DigiTech Whammy DT Drop Tune,1
Ace,Boss OC-3 SUPER Octave,1
Ace,DigiTech HardWire Series CM-2 Tube Overdrive,1
Ace,DigiTech Hardwire Series TR-7 Stereo Tremolo and Rotary,1
Ace,DigiTech HardWire Series CR-7 Stereo Chorus,1
Ace,Boss NS-2 Noise Suppressor,1
Ace,Line 6 MM4 Modulation,1
Ace,Gurus 1959 Doubledecker,1
Ace Frehley,Peterson VS-F StroboFlip StrobeTuner,1
Ace Frehley,Mu-Tron Octaver,1
Ace Frehley,Line 6 DL4 Delay,1
Ace Frehley,Boss TU-12 Chromatic Tuner,1
Ace Frehley,Zoom G3,1
Ace Frehley,Vox Clyde McCoy Wah Wah,1
Acey Slade,Darkglass Electronics Vintage Deluxe,1
Acey Slade,DigiTech Whammy DT Drop Tune,1
Acey Slade,Korg Pitchblack Chromatic Tuner,1
Acle Kahney,Boss NS-2 Noise Suppressor,1
Acle Kahney,Boss GE-7 Equalizer,1
Adam Aymor,TC Electronic Shaker Vibrato,1
Adam Aymor,Xotic Effects EP Booster,1
Adam Aymor,Boss RV-3 Digital Reverb/Delay,1
Adam Aymor,Maxon OD808 Overdrive,1
Adam Aymor,Boss PH-1 Phaser,1
Adam Aymor,TC Electronic PolyTune Polyphonic Tuner,1
Adam Aymor,Dunlop Dimebag Signature Cry Baby Wah Wah,1
Adam Aymor,Boss TR-2 Tremolo,1
Adam Aymor,Boss LS-2 Line Selector/Power Supply,1
Adam Aymor,Lovepedal Kalamazoo,1
Adam Aymor,Ernie Ball Volume,1
Adam Aymor,Boss GE-7 Equalizer,1
Adam De Micco,Boss TU-3 Chromatic Tuner,1
Adam De Micco,Ibanez TS9 Tube Screamer,1
Adam Dutkiewicz,Ibanez TS808 The Original Tube Screamer,1
Adam Dutkiewicz,Korg Toneworks DTR-2000,1
Adam Dutkiewicz,Maxon AD-9 Analog Delay Pro,1
Adam Dutkiewicz,Boss NS-2 Noise Suppressor,1
Adam Dutkiewicz,Maxon OD808 Overdrive,1
Adam Franklin,Boss GE-7 Equalizer,1
Adam Franklin,Vox V847A Wah-Wah,1
Adam Franklin,Boss DF-2 Super Distortion & Feedbacker,1
Adam Franklin,Boss CS-3 Compression Sustainer,1
Adam Franklin,Boss PN-2 Tremolo/Pan,1
Adam Franklin,Boss RV-2 Digital Reverb,1
Adam Franklin,Crowther Hotcake,1
Adam Franklin,Boss HM-2 Heavy Metal Distortion Effects,1
Adam Franklin,Electro-Harmonix Small Stone (Nano Chassis) Analog Phase Shifter,1
Adam Franklin,Catalinbread Sabbra Cadabbra,1
Adam Franklin,Catalinbread Montavillian,1
Adam Franklin,Boss TU-2 Chromatic Tuner,1
Adam Franklin,Boss BD-2 Blues Driver,1
Adam Franklin,Boss Roland RE-20 Space Echo,1
Adam Franklin,Boss DD-5 Digital Delay,1
Adam Franklin,Ernie Ball Volume,1
Adam Franklin,Boss DD-3 Digital Delay,1
Adam Franklin,Boss RC-30 Loop Station,1
Adam Franklin,Line 6 ToneCore Echo Park Delay,1
Adam Franklin,Catalinbread Talisman,1
Adam Granduciel,MXR Flanger,1
Adam Granduciel,Electro-Harmonix Deluxe Electric Mistress,1
Adam Granduciel,Mu-Tron III Envelope Filter,1
Adam Granduciel,Univox Uni-Vibe,1
Adam Granduciel,Pigtronix Tremvelope Envelope Modified Tremolo,1
Adam Granduciel,DigiTech Hardwire RV-7 Reverb,1
Adam Granduciel,Ibanez ES-2 Echo Shifter,1
Adam Granduciel,Electro-Harmonix Stereo Memory Man with Hazarai,1
Adam Granduciel,Electro-Harmonix XO Stereo Pulsar Tremolo,1
Adam Granduciel,Moog MF-103 Moogerfooger 12-Stage Phaser,1
Adam Granduciel,"JHS Custom ""Bunrunner"" Fuzz",1
Adam Hann,MXR M134 Stereo Chorus,1
Adam Hann,Electro-Harmonix Micro Synthesizer,1
Adam Hann,Electro-Harmonix Hog Guitar Synthesizer,1
Adam Hann,Boss CE-1 Chorus Ensemble,1
Adam Hann,Pro Co Rat 2 Distortion/Fuzz/Overdrive,1
Adam Hann,Ibanez TS9 Tube Screamer,1
Adam Hann,ZVex Fuzz Factory,1
Adam Hann,Analogman King of Tone Overdrive,1
Adam Hann,Boss DD-7 Digital Delay,1
Adam Hann,Boss ME-80 Guitar Multiple Effects,1
Adam Hann,Boss GE-7 Equalizer,1
Adam Hann,Boss NS-2 Noise Suppressor,1
Adam Hann,Boss CS-3 Compression Sustainer,1
Adam Hann,Eventide Space Reverb,1
Adam Hann,Strymon TimeLine - Multidimensional Delay Effects - Delay,1
Adam Hann,Mu-Tron Bi-Phase,1
Adam Hann,Boss TU-3 Chromatic Tuner,1
Adam Jones,Line 6 DL4 Delay,1
Adam Jones,Dunlop 535Q Cry Baby Multi-Wah,1
Adam Jones,Boss PSM-5 Power supply & master switch,1
Adam Jones,Dunlop Heil HT1 Talk Box,1
Adam Jones,Boss DD-3 Digital Delay,1
Adam Jones,Boss BF-2 Flanger,1
Adam Jones,MXR M102 Dyna Comp Compressor,1
Adam Jones,DOD FX40B Equalizer,1
Adam Jones,MXR M133 Micro Amp,1
Adam Jones,Peterson StroboStomp Tuner,1
Adam Levine,Boss NS-2 Noise Suppressor,1
Adam Levine,Voodoo Lab Power 2 Plus,1
Adam Levine,Line 6 DL4 Delay,1
Adam Levine,Morley Steve Vai Bad Horsie 2 Contour Wah,1
Adam Levine,Fulltone Full-Drive2 Mosfet,1
Adam Levine,Boss TU-3 Chromatic Tuner,1
Adam Levine,Divided by 13 Switchazel,1
Adam Rogers,Dunlop Cry Baby Wah,1
Adam Rogers,Electro-Harmonix Holy Grail Reverb,1
Adam Rogers,Boss FRV-1 '63 Fender Reverb,1
Adam Rogers,ZVex Channel 2 Boost / Distortion Channel Two with Button,1
Adam Rogers,Boss DD-3 Digital Delay,1
Adam Rogers,Wells Amp NYC 8 Ball,1
Adam Rogers,JHS Modded Line 6 DL4 Delay Modulator,1
Adam Rogers,Fulltone Supa-Trem ST-1 Tremolo,1
Adam Rogers,Maxon AD80 Analog Delay,1
Adam Rogers,Ernie Ball Volume,1
Adam Rogers,Ibanez TS9 Tube Screamer,1
Adam Rogers,Ibanez Analog Delay Mini,1
Adam Rogers,Xotic Effects BB Preamp,1
Adam Rogers,Fulltone Full-Drive2 Mosfet,1
Adam Rogers,Honda Sound Works Fab Cream,1
Adam Rogers,Vox Wah,1
Adam Rogers,Ibanez TS808 The Original Tube Screamer,1
Adam Smirnoff,Dunlop Volume X Mini DVP4,1
Adam Smirnoff,Pigtronix Echolution Multi-Tap Delay,1
Adam Smirnoff,MXR Carbon Copy Analog Delay,1
Adam Smirnoff,MXR M101 Phase 90,1
Adam Smirnoff,MXR M300 Reverb,1
Adam Smirnoff,Mu-FX Tru-Tron 3X,1
Adam Smirnoff,MI Audio Pollyanna Octave Synth Fuzz,1
Adam Smirnoff,Pigtronix PolySaturator Distortion,1
Adam Smirnoff,Pigtronix Distortion Analog Octave/Fuzz/Overdrive,1
Adam Smith,Budda Karma Chorus,1
Adam Smith,Line 6 M5 Stompbox Modeler,1
Adam Smith,Boss RT-20 Rotary Speaker Sound Processor,1
Adam Thompson,Boss TU-2 Chromatic Tuner,1
Adam Thompson,Fulltone OCD Obsessive Compulsive Drive Overdrive,1
Adam Thompson,Boss GE-7 Equalizer,1
Adam Thompson,Boss DD-20 Giga Delay Digital Delay,1
Adam Zindani,DigiTech Whammy Pitch-Shifting,1
Adam Zindani,Electro-Harmonix POG Polyphonic Octave Generator,1
Adrian Belew,Roland US-20,1
Adrian Belew,Roland EV-5 Expression,1
Adrian Belew,Boss FV-500L Volume - Low Impedance,1
Adrian Belew,Soundblox Pro Multiwave Distortion,1
Adrian Belew,Pigtronix Tremvelope Envelope Modified Tremolo,1
Adrian Belew,Eventide PitchFactor Harmonizer,1
Adrian Belew,DigiTech iStomp,1
Adrian Belew,Boomerang Phrase Sampler,1
Adrian Belew,Electro-Harmonix Flanger Hoax Phaser/Flanger Modulator,1
Adrian Belew,Pigtronix Keymaster,1
Adrian Belew,Roland FC-300,1
Adrian Belew,Eventide TimeFactor Twin Delay,1
Adrian Belew,DigiTech Whammy (4th Gen),1
Adrian Belew,Pigtronix Distortion Analog Octave/Fuzz/Overdrive,1
Adrian Belew,Analogman Peppermint Fuzz,1
Adrian Belew,DigiTech HM2 HarmonyMan Intelligent Pitch Shifter,1
Adrian Belew,Boss FV-300H Volume,1
Adrian Belew,Roland VG-99 V-Guitar System,1
Adrian Belew,Roland GR-30 Guitar Synthesizer,1
Adrian Belew,DigiTech Jimi Hendrix Experience,1
Adrian Belew,Keeley Compressor 2-Knob Effect,1
Adrian Lee,Walrus Audio Descent Reverb Octave Boutique Guitar,1
Adrian Lee,Seymour Duncan 805 Overdrive,1
Adrian Lee,Boss TU-3 Chromatic Tuner,1
Adrian Lee,T-Rex Engineering Fuel Tank Goliath Power Supply,1
Adrian Lee,Seymour Duncan Vise Grip Compressor,1
Adrian Smith,Ibanez TS9 Tube Screamer,1
Adrian Smith,Whirlwind Multi-Selector,1
Adrian Smith,Dunlop Crybaby Wah DCR-ISR,1
Adrian Smith,Yamaha MFC10 MIDI Foot Controller,1
Adrian Utley,Crowther Hotcake,1
Adrian Utley,Dunlop Echoplex Preamp,1
Adrian Utley,Echoplex EP-3,1
Adrian Utley,Line 6 DL4 Delay,1
Adrian Utley,Eventide Space Reverb,1
Adrian Utley,Boss DM-2 Analog Delay,1
Akira Yamaoka,Line 6 POD HD500,1
Akira Yamaoka,Line 6 FB4,1
