user,item,rating
0,2550,1
0,2551,1
0,6553,1
1,2548,1
1,2550,1
1,5526,1
4,2545,1
4,2550,1
4,9099,1
4,3333,1
4,5060,1
4,5906,1
4,4028,1
4,7627,1
4,3546,1
6,4439,1
6,2550,1
8,3892,1
8,2550,1
14,2550,1
14,8751,1
14,4621,1
14,8239,1
14,2633,1
14,2793,1
16,2553,1
21,6649,1
21,2550,1
23,3881,1
23,2550,1
26,2550,1
26,4790,1
26,5303,1
27,6870,1
27,5123,1
27,8444,1
27,6874,1
27,6888,1
27,5665,1
27,8955,1
27,2550,1
27,4090,1
27,3294,1
30,8671,1
30,2550,1
40,2550,1
40,3456,1
49,3494,1
49,8313,1
49,6571,1
49,8573,1
49,9218,1
49,7951,1
49,7400,1
49,3779,1
49,8340,1
49,2550,1
49,2778,1
49,4534,1
49,6363,1
49,8535,1
57,5285,1
57,2550,1
59,6766,1
59,9348,1
59,2550,1
59,6118,1
59,9546,1
59,3907,1
59,3732,1
59,8555,1
59,2580,1
63,8217,1
63,5134,1
63,7667,1
63,6945,1
63,5582,1
63,2550,1
65,2550,1
70,5454,1
70,2550,1
75,3878,1
78,7560,1
78,3418,1
78,7644,1
78,8843,1
78,3495,1
78,8448,1
78,6458,1
78,5419,1
78,4909,1
78,8368,1
78,5496,1
78,7518,1
78,8009,1
78,3215,1
78,2550,1
80,4213,1
80,7677,1
80,8036,1
80,2550,1
85,2550,1
85,8257,1
85,4627,1
85,5606,1
85,6233,1
86,2692,1
86,2545,1
86,2550,1
89,2550,1
89,9275,1
89,6297,1
89,8555,1
94,2550,1
94,2545,1
94,6003,1
94,9302,1
94,3599,1
94,2551,1
101,2543,1
104,7855,1
104,2552,1
104,2551,1
104,3120,1
105,9272,1
105,8234,1
105,2550,1
110,2550,1
110,6280,1
110,7846,1
113,5627,1
113,2550,1
113,9054,1
116,3434,1
116,6428,1
116,6541,1
116,6665,1
116,3644,1
116,2550,1
116,3917,1
116,7351,1
120,5529,1
120,3615,1
120,5299,1
120,4328,1
120,7021,1
120,2550,1
123,5876,1
123,2550,1
123,3528,1
124,6123,1
124,2553,1
124,2550,1
124,6289,1
139,7678,1
139,2550,1
139,2553,1
144,9550,1
144,6966,1
144,5172,1
144,5942,1
144,2543,1
144,2539,1
144,8554,1
144,7862,1
144,3511,1
144,7014,1
144,4389,1
144,6190,1
144,8728,1
144,8196,1
144,4465,1
144,4563,1
144,6192,1
144,6465,1
153,9388,1
153,2550,1
153,2553,1
153,8252,1
153,4420,1
153,4224,1
153,5101,1
153,4366,1
153,2677,1
153,4378,1
153,4279,1
153,8388,1
153,5923,1
156,6063,1
156,2552,1
156,2550,1
156,7803,1
156,4655,1
156,7208,1
156,4215,1
156,3441,1
156,5949,1
156,8695,1
156,4364,1
156,5776,1
156,6319,1
157,2550,1
157,5796,1
165,2550,1
165,2943,1
171,9377,1
171,4217,1
171,9563,1
171,2550,1
171,4942,1
171,7888,1
171,5389,1
171,7104,1
172,2550,1
172,2815,1
172,4686,1
172,2543,1
172,8872,1
172,5105,1
172,3687,1
172,8376,1
180,5900,1
180,3094,1
180,2550,1
183,2550,1
183,9208,1
183,2545,1
184,2545,1
184,5324,1
184,2550,1
184,6733,1
186,2552,1
188,8697,1
188,2973,1
188,8958,1
188,5772,1
188,3595,1
188,5666,1
188,8064,1
188,5786,1
188,3711,1
